Speed,Vertical_Acceleration,Lateral_Acceleration,Longitudinal_Acceleration,Roll,Pitch,Yaw,Status
89,-0.027,0.01,0.02,-1.589,-0.004,-0.92,1
94.6,0.018,-0.023,0.005,-1.516,0.027,-0.874,1
95,0,-0.021,-0.024,-1.55,-0.013,-2.874,2
97.4,-0.019,-0.016,-0.008,-1.586,-0.002,-0.362,2
91.3,-0.013,-0.006,0.019,-1.595,0.026,-2.921,2
109,0.036,-0.003,0.004,-1.577,-0.051,-1.061,1
79,-0.054,0.023,0.013,-1.548,-0.025,-1.605,1
73.2,-0.027,-0.004,0.01,-1.595,0.014,-0.105,1
88.3,0.017,0.03,-0.053,-1.54,0.027,-0.093,2
95.8,-0.002,-0.008,0.012,-1.565,0.018,1.036,2
101.6,-0.021,0.01,-0.019,-1.53,-0.025,-1.025,1
79.7,0.008,-0.016,-0.024,-1.528,-0.01,-0.773,1
78.3,0.005,-0.014,-0.005,-1.529,-0.001,-1.269,1
74.2,0.044,0.06,-0.018,-1.544,-0.139,-1.068,1
52.8,-0.009,-0.008,0.013,-1.534,0.001,3.132,2
77.6,-0.01,-0.016,-0.023,-1.581,-0.019,-3.087,2
108.4,-0.02,0.005,-0.003,-1.513,0.027,2.419,1
96.9,-0.048,0.032,-0.038,-1.521,0.011,0.255,2
112.1,-0.013,-0.035,0.018,-1.537,-0.042,-2.743,1
99.4,-0.075,0.054,-0.045,-1.516,-0.06,0.712,2
76.5,0.002,-0.046,0.03,-1.51,-0.111,-1.427,1
100.8,-0.044,-0.09,0.004,-1.664,-0.049,-0.888,2
88.5,-0.014,-0.022,0.016,-1.55,0.011,-1.027,1
79.7,-0.021,-0.011,-0.01,-1.599,0.046,0.274,2
72,-0.062,-0.096,-0.03,-1.559,-0.127,-1.345,1
80.6,-0.015,-0.003,-0.029,-1.559,-0.005,1.673,1
112.2,-0.018,-0.022,-0.021,-1.558,0.04,-1.116,2
129.1,-0.011,-0.031,-0.029,-1.535,-0.005,-3.068,2
89.5,-0.031,0.004,-0.001,-1.525,0.012,0.578,2
105.5,-0.006,-0.013,0.018,-1.542,0.013,-1.234,2
87.2,-0.017,-0.022,0.003,-1.567,-0.049,1.802,1
76.3,0.016,0.053,0.022,-1.58,-0.045,2.584,1
95.2,-0.041,-0.013,0,-1.517,-0.025,0.846,1
84,-0.003,-0.005,-0.028,-1.538,-0.01,0.242,2
83.8,0.003,0.018,-0.027,-1.515,-0.084,-0.88,2
86.4,-0.111,-0.361,0.05,-1.479,-0.378,-0.386,2
92.2,-0.007,0.023,-0.004,-1.517,-0.016,0.75,1
99.6,0.002,-0.021,-0.01,-1.576,-0.02,1.961,2
101.7,-0.003,0.004,0.021,-1.545,0.013,1.804,1
103.4,0.038,0.025,-0.006,-1.582,-0.051,1.734,2
134.4,-0.07,-0.373,-0.115,-1.598,-0.349,-0.505,2
91.9,-0.1,-0.362,0.024,-1.472,-0.393,-0.39,2
118.1,0.006,0.001,0.003,-1.541,0.028,2.815,1
93.9,-0.004,0.018,0.004,-1.584,-0.058,-2.855,1
96.8,-0.01,0.011,0.034,-1.567,-0.02,-3.122,2
119.1,-0.067,-0.013,0.01,-1.548,0.043,-2.483,2
85,-0.078,0.01,0.011,-1.581,-0.03,0.783,2
144.8,-0.015,-0.047,0.021,-1.56,0.068,3.04,2
98.9,-0.026,-0.007,-0.014,-1.538,-0.069,-0.2,2
89,-0.008,0.019,0.007,-1.598,0.006,0.09,1
127.9,0,0.023,-0.009,-1.59,-0.031,-2.644,2
87.3,-0.027,0.058,0,-1.563,-0.059,-0.278,2
93.1,0.053,-0.019,-0.011,-1.539,0.005,0.193,2
125.4,-0.033,-0.073,-0.001,-1.551,0.043,2.675,2
83.3,-0.023,0.021,0.005,-1.554,-0.044,-0.375,1
100.3,-0.043,-0.057,0.007,-1.606,0.037,0.833,2
61.9,-0.057,-0.029,-0.016,-1.564,-0.157,-1.871,2
87.1,-0.005,-0.006,-0.025,-1.586,0.031,-0.265,2
77.8,-0.092,-0.004,-0.01,-1.431,0.03,-1.979,2
85.8,0.037,-0.011,0.008,-1.526,-0.015,-1.287,2
90.4,0.023,-0.015,-0.018,-1.542,0.031,1.103,2
101,-0.015,-0.019,-0.02,-1.547,-0.029,-0.146,2
86.5,-0.023,-0.019,0.002,-1.559,-0.023,1.908,2
114.9,-0.074,-0.429,-0.025,-1.629,-0.387,-0.369,2
95.9,-0.004,0.003,-0.011,-1.543,-0.037,-2.724,1
128.3,-0.022,0.001,-0.03,-1.63,-0.058,-2.602,2
92.9,-0.009,0.016,0.011,-1.684,0.006,0.054,1
73.8,-0.019,0.002,0.023,-1.519,0.036,0.029,1
65.3,0.006,-0.004,0.017,-1.468,0.008,-1.759,1
96,-0.019,0.033,-0.017,-1.577,0.03,0.235,2
125.8,0.002,-0.034,-0.047,-1.534,0.021,0.134,2
85.7,-0.002,-0.008,0.003,-1.542,-0.014,0.741,1
92.6,-0.047,0.004,0.026,-1.61,-0.089,-0.6,2
113.5,0.005,-0.012,0.008,-1.533,0.019,-1.467,1
111.8,0.003,-0.056,-0.005,-1.55,0.03,-1.233,1
117,-0.067,0.002,-0.013,-1.594,0.043,-0.008,2
88.2,-0.04,0.029,-0.013,-1.548,-0.024,-0.285,1
101.1,-0.017,-0.008,0.058,-1.537,0.057,-0.777,2
100.4,0.001,0.007,0.023,-1.569,-0.003,-3.016,2
77.7,-0.023,-0.003,0,-1.61,-0.032,-0.669,1
91.7,-0.016,0.009,-0.01,-1.498,-0.081,-1.339,2
78.3,-0.002,-0.001,-0.007,-1.617,0.013,0.33,2
99,-0.018,0.015,0.017,-1.577,-0.031,-2.686,1
91.2,-0.003,-0.004,-0.003,-1.527,0.016,0.097,1
81.4,-0.03,0.028,0.029,-1.542,0.031,1.441,1
90,-0.004,0.005,-0.008,-1.514,0.014,0.356,2
94.1,0.004,0.053,0.027,-1.545,-0.002,-1.364,2
81.9,-0.04,-0.001,0.042,-1.591,-0.011,0.056,2
98.2,-0.014,0.006,0.006,-1.63,-0.054,-0.379,2
93.4,0.01,0.028,-0.004,-1.525,0.031,-1.36,1
86.7,-0.027,-0.015,-0.028,-1.504,-0.059,-1.491,2
82.9,-0.015,0.014,-0.01,-1.54,0.036,-1.209,1
88.1,-0.018,-0.028,-0.011,-1.547,0.017,0.306,1
91,-0.015,0.014,0.006,-1.49,0.035,1.464,2
119.4,0.009,0.013,-0.002,-1.538,-0.048,-0.826,1
116.2,0.005,0.003,-0.015,-1.581,-0.026,2.462,1
106.7,-0.066,-0.016,-0.013,-1.516,-0.109,-0.338,2
108.7,-0.026,-0.002,0.001,-1.557,0.002,-0.833,1
88.2,-0.008,0.016,-0.029,-1.514,-0.022,1.147,1
117.4,-0.026,-0.32,-0.116,-1.687,-0.31,-0.718,2
92.6,-0.024,0.004,-0.011,-1.522,0.029,1.723,2
84.9,0.013,0.016,0.008,-1.579,-0.018,1.534,1
90.5,-0.01,-0.006,0.002,-1.49,-0.086,-2.101,2
88.7,-0.016,0.026,-0.006,-1.557,0.009,2.017,2
88.3,-0.035,0.007,-0.002,-1.543,-0.042,-0.746,1
89.4,-0.015,0.027,-0.004,-1.512,-0.001,0.092,2
92.2,0.013,0.021,0,-1.569,0.012,0.786,2
87.2,-0.113,-0.41,-0.056,-1.619,-0.421,-0.459,2
130,-0.058,-0.023,0.007,-1.528,-0.013,-2.608,2
78.5,-0.045,0.013,-0.011,-1.558,-0.023,0.009,1
110.4,0.009,0.016,0.007,-1.583,0.002,1.824,2
96.8,-0.073,0.03,-0.007,-1.592,-0.01,-0.394,1
93.3,-0.026,-0.022,0.026,-1.53,-0.015,0.202,2
73.1,-0.008,0.043,0.019,-1.546,0.002,-1.368,2
106.4,-0.064,-0.022,0.02,-1.574,-0.033,0.157,2
83.3,-0.003,0.004,-0.069,-1.563,-0.022,-0.84,1
85.8,0.035,0.021,-0.022,-1.526,-0.012,0.149,1
88.6,-0.138,-0.528,-0.082,-1.637,-0.439,-0.449,2
98.2,0.001,-0.006,-0.01,-1.545,-0.03,2.875,2
91.5,-0.014,-0.009,0.007,-1.504,-0.014,-0.39,2
100,-0.002,0.006,0.026,-1.581,-0.016,1.897,2
82,-0.088,-0.031,-0.008,-1.536,0.008,1.709,1
76.4,-0.031,0.048,-0.019,-1.514,-0.053,1.571,1
94.6,-0.031,-0.045,0.012,-1.59,-0.022,-2.699,1
71.1,-0.003,0.026,0.02,-1.504,0.009,-1.239,2
92.2,-0.027,0.01,0.003,-1.551,-0.048,-0.343,1
99.9,-0.004,0.021,0.045,-1.473,0.013,-1.739,2
80.2,0.003,0.018,0.019,-1.632,0.033,0.54,1
79.6,-0.042,-0.011,0.017,-1.529,-0.007,-1.583,2
98.5,-0.008,-0.015,0.017,-1.539,-0.014,-2.733,1
108.1,0.02,-0.015,-0.002,-1.559,-0.02,-1.303,2
92.2,-0.101,-0.381,-0.009,-1.52,-0.401,-0.42,2
103.2,-0.033,0.023,0.001,-1.61,0.01,0.456,2
93.3,-0.015,0.025,0.055,-1.57,-0.018,-2.762,1
85.1,-0.009,-0.018,0.002,-1.592,-0.008,-0.121,2
60,-0.025,0.015,0.059,-1.541,-0.016,-0.449,1
99.3,-0.011,-0.036,0.08,-1.587,-0.005,2.678,2
79.5,-0.023,-0.018,-0.007,-1.599,-0.013,0.996,2
82.1,0.021,0.011,-0.01,-1.606,0.138,0.235,2
91.8,0.01,0.014,-0.012,-1.593,-0.02,1.84,1
92.6,-0.013,0.003,-0.03,-1.576,-0.067,-0.573,2
137.2,-0.015,0.025,0.008,-1.531,-0.03,-2.448,2
89.4,-0.031,-0.007,0,-1.601,0.041,-1.362,2
121.9,0.022,0.021,0.003,-1.555,-0.005,1.957,1
101.9,-0.048,-0.009,-0.054,-1.534,0.004,1.017,1
82.4,-0.007,-0.026,0.017,-1.529,0.044,0.142,2
98.5,-0.024,0.021,-0.009,-1.569,0.003,-1.252,2
62,-0.015,0.018,-0.004,-1.58,0.019,-0.646,2
104.7,0.005,-0.01,-0.002,-1.562,-0.045,1.729,2
93.3,-0.006,0.125,0.005,-1.518,-0.085,0.634,2
130.8,-0.021,0.026,-0.009,-1.555,-0.032,-2.641,2
80.8,0.002,-0.008,-0.009,-1.576,-0.002,2.921,2
87.1,0.004,0.051,-0.052,-1.564,0.007,0.081,2
141.8,-0.003,-0.01,0.01,-1.55,0.057,-2.201,2
107,-0.013,-0.013,-0.005,-1.553,-0.028,-3.093,2
75.9,-0.035,-0.007,0.021,-1.621,-0.034,-2.782,1
63.8,-0.013,-0.002,0.02,-1.493,0.027,-2.81,1
100.4,-0.018,-0.003,0.001,-1.51,-0.039,0.775,2
111.1,-0.023,-0.002,-0.012,-1.589,-0.038,-0.041,2
72.6,0.002,-0.008,0.001,-1.546,-0.084,-1.286,2
80.6,-0.067,-0.345,-0.1,-1.707,-0.321,-0.638,2
88.2,-0.012,-0.015,-0.024,-1.503,-0.024,1.621,1
73.5,-0.01,0.001,0.009,-1.552,0.007,2.954,2
99.3,0,0,-0.004,-1.594,-0.044,-3.11,2
89.2,-0.021,0.041,-0.014,-1.501,0.036,-0.928,2
96.4,-0.053,0.02,0.025,-1.552,-0.041,-0.14,2
74.2,-0.026,-0.026,0.027,-1.577,0.022,-0.44,1
97.9,-0.04,-0.027,0.022,-1.563,0.003,0.048,1
91,-0.012,-0.014,-0.031,-1.598,0.08,0.452,2
100.3,-0.041,0.039,0,-1.593,-0.035,-1.41,2
67.5,-0.027,-0.023,0.037,-1.632,0.019,-1.12,1
81.8,-0.029,0.038,-0.012,-1.569,-0.046,-0.514,2
81.2,-0.024,0.013,0.013,-1.556,0.033,2.936,2
84.7,0,0.036,-0.011,-1.532,-0.019,-2.856,2
96.7,-0.006,0.019,0.003,-1.583,0.008,0.086,1
83.8,-0.014,-0.001,-0.006,-1.517,-0.009,0.305,2
72.2,-0.003,0.006,0.01,-1.562,-0.014,-1.379,2
108.9,0.009,-0.02,0.005,-1.555,0.015,-2.633,1
101.4,-0.035,-0.012,-0.003,-1.527,-0.008,2.07,1
93.1,-0.001,-0.052,0.022,-1.544,0.018,0.325,1
92.6,0.014,-0.003,-0.003,-1.506,0.023,0.078,1
86.6,0.004,0.014,-0.003,-1.555,-0.012,-0.47,2
88.7,-0.047,-0.054,-0.013,-1.553,-0.033,-1.829,1
57,-0.02,0,-0.033,-1.444,0.005,-1.806,1
90.3,0.004,-0.016,0.001,-1.524,-0.042,-1.458,1
99.3,-0.013,0.007,-0.011,-1.576,-0.032,1.957,2
86.2,-0.029,-0.007,0.008,-1.586,0.029,0.004,1
84.2,0.021,-0.008,0.031,-1.586,-0.022,-0.54,2
89,0.019,0.001,0.024,-1.574,0.022,0.507,2
85.8,0.012,-0.007,-0.016,-1.533,0.002,0.481,1
87.9,0.013,0.006,-0.016,-1.631,0.002,-3.099,2
96.1,-0.027,-0.03,0,-1.595,-0.014,-0.769,1
93.5,0.032,0.031,0.003,-1.523,0.03,0.397,1
79.9,-0.006,-0.01,0.009,-1.584,0.028,0.359,1
75.1,-0.019,-0.04,-0.03,-1.546,-0.042,2.985,2
84.9,-0.019,-0.01,-0.013,-1.529,0.02,1.06,2
104.4,0.001,0,0.047,-1.553,-0.015,0.322,1
127.8,-0.002,0.02,-0.018,-1.532,-0.014,2.643,2
46.9,-0.005,0,0.024,-1.556,0.032,1.663,2
93,-0.003,-0.051,-0.028,-1.528,0.021,-1.861,2
91.1,-0.011,-0.019,0.003,-1.536,0.002,0.08,2
106.4,-0.018,-0.003,-0.013,-1.589,-0.035,-1.308,2
100.9,0.016,0.023,0.005,-1.548,0.017,0.243,1
94,0.003,-0.008,-0.013,-1.553,-0.024,-2.111,1
94.3,-0.031,-0.019,-0.017,-1.552,0.024,-1.197,1
86.3,-0.013,0.008,-0.004,-1.566,0.049,0.585,2
81,0.03,0.003,0.01,-1.621,-0.02,-0.218,2
99.1,0,0.008,-0.014,-1.539,-0.003,-2.764,1
83.8,-0.034,-0.042,-0.002,-1.523,0.043,1.814,2
76.9,-0.022,0.001,0.011,-1.589,-0.037,1.098,2
89.6,0.017,0.021,-0.016,-1.601,0.002,0.355,1
89.4,0.026,0.006,-0.175,-1.534,-0.011,-0.576,2
84,-0.009,0.006,0.002,-1.511,0.007,1.793,1
120.5,-0.002,-0.015,-0.011,-1.542,-0.014,0.414,2
115.2,-0.005,-0.05,-0.006,-1.634,-0.009,1.969,2
91.9,0.002,0.022,0.018,-1.527,-0.049,0.948,2
111.4,-0.005,-0.005,0.045,-1.565,-0.049,0.461,2
118.2,0.001,-0.001,-0.022,-1.585,-0.018,-1.437,1
91,0.006,-0.066,-0.012,-1.527,-0.055,2.127,1
91.3,-0.089,-0.373,-0.016,-1.516,-0.406,-0.44,2
85.3,0.007,0.095,-0.021,-1.481,-0.102,-1.352,2
88,-0.028,0.001,0.005,-1.57,0.009,-0.013,2
89.2,0.004,0.007,0.056,-1.543,0.014,-1.854,2
73.3,0.023,0.021,-0.002,-1.545,-0.021,-2.785,1
74.5,0.001,-0.019,0.003,-1.538,0.015,1.53,1
113.1,0.009,-0.001,0.012,-1.551,0.003,2.705,1
113.6,0.01,-0.001,0.075,-1.553,0.016,-0.835,2
76.8,-0.028,0.015,0.015,-1.612,0.012,-1.012,1
99.3,-0.033,0.005,-0.001,-1.551,0.009,-0.876,1
107.8,-0.013,0.042,0.003,-1.529,0,-2.713,1
137.3,-0.027,0.002,-0.022,-1.556,0.017,0.345,2
81.7,-0.01,0.021,-0.003,-1.593,0.002,1.258,2
92.1,0.024,-0.002,0.002,-1.519,0.048,0.192,1
129.3,-0.001,-0.009,-0.086,-1.57,0.001,2.616,2
97.4,0.007,-0.001,-0.013,-1.59,-0.03,1.968,2
64.3,-0.001,0.008,-0.002,-1.568,0.001,-0.08,2
84.9,-0.002,-0.02,0.025,-1.537,0.012,-0.83,1
98.7,-0.024,-0.067,-0.003,-1.518,-0.011,-1.286,2
121.1,0.012,-0.012,0.009,-1.57,-0.063,-0.95,1
118.1,0,0.03,0.046,-1.557,-0.05,-0.853,2
85,0.004,-0.005,0.016,-1.591,-0.037,-0.221,1
111.7,-0.014,-0.023,-0.002,-1.546,0.016,-1.189,2
93.3,-0.024,-0.004,0.003,-1.501,0.005,1.777,1
90.8,-0.004,-0.02,0.008,-1.58,-0.048,0.347,1
147.1,-0.025,-0.009,-0.026,-1.587,-0.02,0.484,2
92.4,0.008,-0.028,0.004,-1.59,0.002,-0.116,2
83.9,-0.038,-0.076,-0.018,-1.523,-0.106,-2.921,2
114.8,0.014,-0.043,0.004,-1.561,0.06,-0.612,1
90.8,-0.04,0.01,0.011,-1.501,0.037,-0.913,1
119.2,-0.028,-0.013,-0.02,-1.513,-0.017,2.698,1
92.9,-0.035,0.033,0.008,-1.577,-0.078,-0.493,1
87.5,-0.01,0.125,0.039,-1.721,0.02,2.626,2
96.4,0.01,-0.045,-0.014,-1.62,-0.106,-2.776,1
104.1,0.009,0.02,0.008,-1.534,-0.122,-3.047,1
103.4,-0.025,0.001,0.005,-1.534,0.034,-0.737,2
80.5,-0.01,-0.026,0.052,-1.575,-0.031,-0.224,2
101.1,-0.037,-0.004,-0.014,-1.506,0.016,0.157,2
106.2,-0.001,0.002,-0.005,-1.601,-0.022,0.406,1
97.4,-0.002,-0.077,-0.039,-1.604,-0.02,-0.265,2
93.6,-0.035,0.002,-0.013,-1.527,-0.022,1.499,2
85.8,-0.023,0.011,0.022,-1.58,-0.002,-1.064,2
102.6,0.059,-0.005,0,-1.547,-0.009,-2.809,1
84.7,-0.029,0.008,-0.039,-1.437,0.006,1.806,1
121.5,0,0.007,-0.046,-1.592,-0.017,-2.542,2
81.4,-0.017,-0.015,0.008,-1.54,-0.002,0.341,2
79.6,-0.014,0.003,0.019,-1.576,-0.003,-0.83,1
97.8,-0.011,-0.069,-0.002,-1.628,-0.084,-2.495,1
86.2,0.029,-0.002,0.027,-1.63,0.067,-0.593,1
63.4,-0.042,0.043,0.035,-1.616,0.159,-0.856,2
88.4,-0.025,-0.007,0.014,-1.5,0.014,0.06,1
88.4,0.017,0.007,0.012,-1.559,0.026,0.192,1
90,0.009,0.006,-0.042,-1.551,-0.057,0.33,1
89.9,0.002,-0.013,-0.004,-1.501,-0.061,-1.158,2
100.3,0.009,-0.005,0.017,-1.511,0.002,0.647,1
104.9,-0.012,-0.024,0.015,-1.585,0.036,0.168,2
82.4,-0.006,-0.005,0.003,-1.608,-0.035,-0.635,1
86.2,-0.002,0.005,0.012,-1.528,-0.007,-1.137,1
126.5,-0.007,-0.011,-0.048,-1.542,0.012,0.125,2
109.1,-0.056,0.024,-0.07,-1.578,0.02,0.557,2
109,0.011,0.02,-0.007,-1.578,-0.033,1.768,1
86.1,-0.045,-0.023,-0.011,-1.593,0.051,0.459,1
110.7,-0.012,0.018,0.009,-1.537,0.034,-0.712,2
85.1,-0.019,0.02,-0.01,-1.564,-0.008,1.609,2
84.3,-0.006,-0.032,0.03,-1.612,-0.025,0.329,1
98.7,0.02,-0.006,-0.002,-1.532,-0.007,0.805,2
85.5,-0.002,-0.061,-0.003,-1.536,-0.04,0.503,2
108.9,0.007,0.004,0.008,-1.561,-0.021,-2.776,1
107,-0.015,0.016,0.036,-1.487,-0.023,0.355,2
89.5,-0.004,0.031,-0.056,-1.555,-0.03,1.627,2
91.9,-0.028,-0.009,-0.004,-1.53,0.044,-1.084,1
106.8,0.01,-0.015,-0.007,-1.587,0.009,0.336,1
113.7,-0.02,0.022,-0.012,-1.514,0.015,-0.869,2
91.6,-0.063,0.037,0.001,-1.569,0.017,0.819,2
137,-0.023,-0.013,-0.007,-1.545,0.052,0.364,2
97.7,-0.005,-0.004,-0.005,-1.507,0.007,-0.998,2
131.7,-0.003,-0.005,-0.048,-1.544,0.004,0.453,2
79.3,0.004,0,-0.044,-1.55,-0.008,-0.784,1
125.4,-0.054,-0.001,0.003,-1.595,0.015,-0.701,2
119.2,-0.025,-0.001,-0.025,-1.543,0.023,2.617,2
125.3,-0.016,0.035,-0.017,-1.584,0.051,-2.61,2
88.2,-0.033,-0.018,-0.005,-1.595,0.006,-0.106,2
141.2,-0.014,-0.003,0,-1.548,0.047,-2.176,2
84.8,-0.051,-0.055,0.004,-1.546,-0.041,0.445,2
101.4,-0.035,0.022,-0.027,-1.609,0.042,-1.315,2
81.3,-0.022,-0.005,-0.004,-1.542,0.021,-0.628,1
94,0.024,-0.011,-0.006,-1.555,0.029,0.156,1
106.5,-0.01,0.009,0.031,-1.58,-0.025,1.871,2
84.2,-0.013,0.019,0.027,-1.582,-0.024,0.006,2
124.6,0.044,-0.016,0.043,-1.549,-0.024,-3.09,2
87.4,-0.031,-0.002,0.015,-1.584,-0.02,0.066,2
73.5,0.029,0.008,0.005,-1.609,-0.016,-0.177,1
74.3,0.006,-0.007,0.004,-1.518,-0.038,-0.687,2
81.5,-0.002,-0.01,0.001,-1.6,-0.048,1.097,2
93.1,-0.006,0.016,-0.007,-1.548,-0.017,1.183,1
104.2,0.006,-0.001,-0.021,-1.586,0.021,3.13,2
89.2,0.015,0.046,-0.007,-1.519,0.023,1.812,2
72.2,-0.012,0.036,0.028,-1.543,0.017,0.471,2
89.5,-0.009,-0.033,-0.002,-1.586,0.003,0.248,1
86.4,-0.009,-0.006,-0.004,-1.611,-0.009,0.12,1
99.4,-0.017,-0.021,0.011,-1.55,-0.013,-2.857,1
79.3,-0.025,0.029,-0.005,-1.589,0.008,-0.42,1
88.8,-0.03,0.017,0.02,-1.583,-0.019,1.157,1
111.6,-0.018,-0.065,0.002,-1.536,0.005,-1.256,2
109.2,-0.008,-0.008,-0.007,-1.565,0.03,-1.159,2
96.1,-0.015,-0.005,0.015,-1.582,0,-3.09,2
113.7,0.007,-0.007,0.013,-1.598,-0.012,2.892,2
107.3,0.016,0.01,-0.009,-1.664,0.022,2.799,2
66.2,-0.03,-0.007,-0.042,-1.474,0.002,-1.442,1
140,-0.006,-0.006,-0.025,-1.61,0.045,2.615,2
127,-0.029,0.037,-0.017,-1.562,0.019,-2.674,2
83.9,0.014,-0.019,0.014,-1.597,-0.011,0.045,2
109.1,-0.001,-0.007,-0.014,-1.527,0.016,-0.899,1
101.3,0.02,0.024,0.005,-1.578,-0.036,3.089,2
112.4,0.008,0.008,0.013,-1.547,0.024,-1.46,1
99.3,-0.001,-0.024,-0.009,-1.509,-0.025,0.773,2
82.1,0.019,-0.023,0.023,-1.518,-0.021,0.882,1
114.5,0.035,0.021,-0.094,-1.586,-0.005,0.048,2
100.3,-0.012,0.019,-0.037,-1.563,0.031,0.313,2
119.4,-0.012,0.032,0.052,-1.592,-0.022,-2.462,2
100,-0.021,-0.011,0.001,-1.566,0.018,0.092,1
126.3,-0.006,0.002,-0.049,-1.534,-0.001,0.452,2
95.5,0.005,0.012,-0.012,-1.575,0.008,-2.482,1
77.4,-0.018,0.001,0.004,-1.541,0.014,-1.373,2
96,-0.01,-0.007,-0.001,-1.534,0.043,0.167,1
130.5,0.009,0.013,0,-1.548,-0.072,0.281,2
85.9,-0.052,-0.002,-0.02,-1.551,0.03,0.595,2
111.3,-0.031,0.002,0.002,-1.538,0.063,-2.717,2
98.8,-0.013,0.016,-0.003,-1.55,-0.012,-1.401,2
74.3,0.008,0.017,-0.001,-1.583,0.027,-0.307,2
85,-0.103,-0.419,-0.114,-1.697,-0.438,-0.544,2
105.7,-0.009,-0.018,0.011,-1.575,-0.018,-3.13,2
96.8,-0.042,0.021,-0.094,-1.589,-0.01,-0.599,2
93.3,-0.005,-0.001,-0.008,-1.497,0.042,1.706,1
81.3,-0.01,0.004,-0.004,-1.559,0.007,3.035,2
89.3,0.017,0.004,0.003,-1.517,-0.038,-1.86,1
130.6,-0.031,0.02,-0.027,-1.517,-0.026,0.448,2
72.7,-0.043,0.029,0.023,-1.554,-0.011,1.933,1
95.1,-0.075,-0.403,-0.015,-1.545,-0.388,-0.49,2
93.2,-0.006,-0.001,-0.037,-1.538,-0.033,1.847,1
131.3,-0.022,-0.025,-0.038,-1.533,-0.019,0.356,2
88,-0.013,0.002,-0.014,-1.526,-0.012,1.479,2
139.9,0.008,0.015,-0.005,-1.546,-0.032,-2.431,2
97.6,-0.041,-0.016,-0.003,-1.593,0.002,0.164,2
94.3,-0.04,0.049,0.004,-1.556,-0.049,-2.884,1
86.9,-0.003,-0.001,-0.002,-1.588,0.013,0.183,1
63.9,-0.002,0.11,-0.015,-1.513,-0.113,1.651,2
77.1,-0.027,0.032,0.002,-1.55,-0.006,2.938,2
77.3,-0.023,0.035,-0.023,-1.524,-0.002,0.515,2
81.6,0.014,0.019,-0.003,-1.557,0.007,-1.547,1
99.4,-0.003,-0.016,-0.007,-1.523,0.001,-1.407,2
128.5,0.016,0.004,0.009,-1.6,0.001,-2.458,2
124.1,-0.002,0.01,-0.01,-1.601,-0.001,0.247,2
93.3,-0.034,-0.056,-0.029,-1.61,0.037,0.022,1
114.5,0.015,0.011,-0.001,-1.606,0.004,-0.725,2
110.1,-0.031,-0.006,-0.025,-1.528,0.017,0.037,2
89.9,0,0.025,-0.021,-1.61,-0.037,0.001,2
88.4,-0.008,0.022,0.053,-1.521,0.019,0.571,2
108.9,-0.027,-0.005,-0.031,-1.546,0.003,-0.83,1
84.2,0.001,0.028,-0.014,-1.578,0.006,0.025,1
98.7,0.04,-0.01,0.017,-1.566,0.008,0.188,2
120.5,0.024,-0.024,0.025,-1.555,-0.01,0.435,2
106.3,-0.001,0.021,-0.024,-1.58,0.032,-0.998,2
94.2,-0.039,-0.032,-0.001,-1.512,-0.023,-1.673,1
95.5,-0.02,0.006,-0.012,-1.557,-0.034,0.284,1
89.6,-0.001,0.008,0.031,-1.56,-0.024,-2.058,1
133.4,-0.008,0.061,-0.083,-1.579,-0.06,0.452,2
69.4,0.011,-0.033,-0.048,-1.587,0,-0.82,2
106.1,-0.039,0.017,0.017,-1.567,0.006,0.059,1
90.8,0.009,0.022,0.013,-1.548,0.024,-2.969,2
112.8,-0.034,-0.004,0.021,-1.587,-0.052,-0.038,2
109.8,-0.013,-0.036,0.033,-1.552,0.002,-2.371,2
104.7,-0.012,0.042,-0.005,-1.612,-0.006,-0.844,1
78.8,-0.018,-0.017,-0.008,-1.591,-0.026,-0.213,1
87.3,-0.08,-0.465,-0.019,-1.573,-0.454,-0.315,2
118.7,0.008,0.007,0.018,-1.632,0.002,-0.749,2
110.1,-0.019,0.003,0.011,-1.524,0.011,0.13,2
99.2,-0.016,-0.014,0.007,-1.51,-0.019,0.782,2
85.8,-0.014,0.014,-0.035,-1.558,0.014,0.075,2
86.4,0,-0.05,-0.043,-1.619,-0.206,-0.551,2
100.2,0.003,-0.012,-0.014,-1.513,0,0.777,2
86.1,0.013,0.003,0.023,-1.542,-0.02,-2.789,1
94.9,0.004,-0.046,0.026,-1.555,0.024,0.072,2
99.8,0.001,0.022,-0.013,-1.577,-0.007,0.062,2
90.7,-0.025,-0.006,-0.025,-1.505,-0.032,1.781,1
96.5,-0.018,0.011,-0.009,-1.51,0.011,0.812,2
131.4,-0.033,0.013,0.011,-1.556,0.01,0.106,2
122,-0.014,-0.026,-0.015,-1.553,0.034,0.156,2
102.3,-0.007,-0.002,-0.011,-1.532,-0.006,1.892,2
123.3,-0.038,-0.016,0.008,-1.595,0.007,-1.005,2
86.2,0.007,-0.008,0.002,-1.523,-0.039,1.116,1
84.2,0.029,0.029,-0.004,-1.537,0.03,0.77,2
119.2,-0.034,-0.007,0.004,-1.557,-0.012,2.445,1
88.3,-0.032,-0.001,-0.014,-1.516,-0.011,-0.359,2
68.4,0.004,0.009,0.002,-1.585,-0.005,-0.044,1
94.2,0.03,-0.018,-0.015,-1.597,-0.098,0,1
90.4,-0.028,0.007,-0.01,-1.539,0.02,0.042,1
